Fecha;year;month;day;day_name;Veh;Linea;Descripcion;Correccion;Sistema;Retraso_minutos;Causó_desalojo;Porcentaje_desalojo;Supervisor_reviso;Cat;Fiabilidad_Servicio
2010-02-13;2010;2;13;Saturday;3;1;bloqueo a 32 bars;se encontro fusible abierto;fusibles de baja tension;0.0;0;0.0;257;2;0
2010-04-17;2010;4;17;Saturday;3;1;presenta tironeos traccion;se borraron memorias de fallas;unidad electronica de frenado;3.0;0;0.0;1285;1;0
2010-06-25;2010;6;25;Friday;3;1;falla de vent de equipo;ruido en sensores;sensores de velocidad;0.0;0;0.0;289;1;0
2010-06-27;2010;6;27;Sunday;3;1;falla ventiladores de equipo;se reviza funciona ndo bien ademas se cambia ;ventiladores de equipo;0.0;0;0.0;1915;1;0
2010-07-20;2010;7;20;Tuesday;3;1;falla en ventiladores de equipo;se cambio baleros a ventiladores rfs;ventiladores de equipo;2.0;0;0.0;915;1;0
2010-08-07;2010;8;7;Saturday;3;1;enciende lamp pts izq;se ajustaron acopladores;acoplador;0.0;0;0.0;740-289;3;0
2010-08-19;2010;8;19;Thursday;3;1;falla de compresor;se ajusto pcp;compresor de aire;0.0;0;0.0;289;3;0
2010-08-24;2010;8;24;Tuesday;3;1;falla mayor de frenado;ruido en sensores;sensores de velocidad;0.0;0;0.0;257;1;0
2010-08-26;2010;8;26;Thursday;3;1;falla mayor de frenado;se cambia gstf;generador de senal traccion frenado;0.0;0;0.0;915;1;0
2010-09-30;2010;9;30;Thursday;3;1;puerta 6 da mtto cierre abierta 5 cm;se ajusto bkp;puertas;1.0;0;0.0;740;3;0
2010-10-24;2010;10;24;Sunday;3;1;bloqueos a 0 y 2 bar;se cambia tvl y ajustan acopldo;transductores;6.3;1;80.0;289;1;1
2010-10-31;2010;10;31;Sunday;3;1;falla de compresor;en revision;compresor de aire;0.0;0;0.0;289;3;0
2011-01-09;2011;1;9;Sunday;3;1;motriz inactiva y bloqueo 2 bars;se cambia selector nprsd;conmutadores y selectores;0.0;0;0.0;915;1;0
2011-02-02;2011;2;2;Wednesday;3;1;fuga de aire en puerta 1 der;se cambio manguera;puertas;0.0;0;0.0;257;3;0
2011-02-17;2011;2;17;Thursday;3;1;chisporroteo en pantografo;se ajusto esfuerzo;pantografo;3.0;0;0.0;740;3;0
2011-03-31;2011;3;31;Thursday;3;1;no se escucha voceo usiarios y cabcab;se cambia microfono;radio y voceo;0.0;0;0.0;1319;1;0
2011-04-19;2011;4;19;Tuesday;3;1;bloqueo a 0 bars;th10 de cea2 averiado;convertidor de auxiliares;0.0;0;0.0;915;1;0
2011-05-13;2011;5;13;Friday;3;1;falla anuncio de cierre;se corrigio salida de ups;unidad de control de auxiliares;1.0;0;0.0;1319;1;0
2011-07-10;2011;7;10;Sunday;3;1;falla de mcp;se cambio interruptor de temp;compresor de aire;0.0;0;0.0;257;2;0
2011-09-01;2011;9;1;Thursday;3;1;falla anuncio de cierre;se cambia alo;radio y voceo;0.0;0;0.0;593;1;0
2011-11-03;2011;11;3;Thursday;3;1;soneria de ruptor intermitente;falso contacto en fusible de kfs;interiores de vehiculo;0.0;0;0.0;740;2;0
2011-11-05;2011;11;5;Saturday;3;1;5apuerta derecha no abre;tornillo excentrico suelto en mecanismo;puertas;0.0;0;0.0;257;3;0
2012-02-01;2012;2;1;Wednesday;3;1;no abren puertas;se corrige acoplador;acoplador;2.0;1;100.0;257;3;1
2012-04-09;2012;4;9;Monday;3;1;no se escucha soneria de puertas;se cambia alo;radio y voceo;0.0;0;0.0;1319;1;0
2012-05-13;2012;5;13;Sunday;3;1;falla voceo usuarios;se cambio pal y microfono;radio y voceo;1.3;0;0.0;257;1;0
2012-06-18;2012;6;18;Monday;3;1;falla de compresor;se cambia rbc;compresor de aire;0.0;0;0.0;287;2;0
2012-07-02;2012;7;2;Monday;3;1;freno neumatico y rechinido en balatas;no se encontro falla;unidad electronica de frenado;0.0;0;0.0;593;1;0
2012-09-08;2012;9;8;Saturday;3;1;no hay soneria de puertas;se cambio boton bcp;botoneria;5.0;1;60.0;257;2;1
2012-11-08;2012;11;8;Thursday;3;1;falla de frenado;fuga en sensor de peso;tuberias y mangueras neumaticas;0.0;0;0.0;257;3;0
2012-12-19;2012;12;19;Wednesday;3;1;chapa de cabina suelta;se ajusta chapa;cabina;0.0;0;0.0;1285;3;0
2012-12-23;2012;12;23;Sunday;3;1;pierde mtto cierre;se ajusto 2a pta derecha;puertas;0.0;0;0.0;257;3;0
2013-03-15;2013;3;15;Friday;3;1;chapa cabina no abre;se reparo mecanismo interno;cabina;0.0;0;0.0;1285;3;0
2013-04-30;2013;4;30;Tuesday;3;1;pluma de limpiaparabrisas floja;se ajusta;limpiaparabrisas;0.0;0;0.0;289;3;0
2013-05-04;2013;5;4;Saturday;3;1;scpv no deja abrir puertas;se cambia interfase del scpv;control de puertas y velocidad;0.0;0;0.0;289;1;0
2013-06-01;2013;6;1;Saturday;3;1;falla de cea;se restablece cea de sepsa;convertidor de auxiliares;0.0;0;0.0;257;1;0
2013-12-05;2013;12;5;Thursday;3;1;freno neumatico a alta velocidad;no se encontro falla;unidad neumatica de frenado;0.0;0;0.0;593;2;0
2013-12-16;2013;12;16;Monday;3;1;falla de cea;igbt y driver aceriados;convertidor de auxiliares;2.0;0;0.0;915-593;1;0
2014-02-17;2014;2;17;Monday;3;1;falla de frenado;ruido en sensores;sensores de velocidad;0.0;0;0.0;1319;1;0
2014-02-20;2014;2;20;Thursday;3;1;falla de cet;tiristor de ondulador averiado;convertidor de traccion;0.0;0;0.0;1319;1;0
2014-02-27;2014;2;27;Thursday;3;1;falla de fusible principal y 0 bars;se le cambia choopergate unit tarjeta de momoria;convertidor de traccion;10.0;1;100.0;1319;1;1
2014-03-31;2014;3;31;Monday;3;1;falla de compresor;rbc botado;compresor de aire;0.0;0;0.0;289;2;0
2014-04-05;2014;4;5;Saturday;3;1;pantografo abajo y f cet;electroicos revizan cea;convertidor de auxiliares;2.0;0;0.0;740;1;0
2014-07-08;2014;7;8;Tuesday;3;1;falla de cet;se cambia cpc;caja de aparatos;2.0;0;0.0;915;1;0
2014-07-10;2014;7;10;Thursday;3;1;bloqueo a 0 bars;se corrige conexion en cpc;caja de aparatos;0.0;0;0.0;1319;1;0
2014-07-14;2014;7;14;Monday;3;1;botonera de puertas sumida;se acomoda botonera ;botoneria;0.0;1;20.0;1285;2;1
2015-01-10;2015;1;10;Saturday;3;1;pantografo abajo y falla de cea;se resetea cea;convertidor de auxiliares;2.0;0;0.0;257;1;0
2015-01-23;2015;1;23;Friday;3;1;no abren puertas;se cambia contacto en  bpa;botoneria;2.0;1;100.0;1285;2;1
2015-01-23;2015;1;23;Friday;3;1;bloqueo a 0 bars;linea suelta en contactor cvt;caja de aparatos;0.0;0;0.0;740;1;0
2015-02-22;2015;2;22;Sunday;3;1;falla de cet y fusible principal;se cambio gate unit diodos  thiristores;convertidor de traccion;3.0;0;0.0;593;1;0
2015-03-03;2015;3;3;Tuesday;3;1;falla de fusible principal;se cambia chopper;convertidor de traccion;1.5;0;0.0;915;1;0
2015-03-19;2015;3;19;Thursday;3;1;falla cet;se cambio 1 thiristores cet;convertidor de traccion;6.0;0;0.0;1319-915;1;1
2015-06-10;2015;6;10;Wednesday;3;1;falla de cet;se canbia gate unit;convertidor de traccion;5.0;0;0.0;915;1;1
2015-09-18;2015;9;18;Friday;3;1;falla mayor de frenado;se cambia gstf;generador de senal traccion frenado;7.0;1;100.0;289;1;1
2015-10-21;2015;10;21;Wednesday;3;1;en ocasiones no abren puertas;se cambia linea 133c133d;interiores de vehiculo;1.5;0;0.0;593;1;0
2015-11-28;2015;11;28;Saturday;3;1;no limpia pluma de limpiaparabrisas;se reparo mecanismo de mlp;limpiaparabrisas;0.0;0;0.0;257;3;0
2010-02-04;2010;2;4;Thursday;4;1;bloqueo a 2 bars;se cambia tiristor v61;convertidor de traccion;4.0;0;0.0;289;1;0
2010-02-06;2010;2;6;Saturday;4;1;bloqueo a 2 bars;se cambia tiristor del ondulador;convertidor de traccion;0.0;0;0.0;289;1;0
2010-05-10;2010;5;10;Monday;4;1;pierde traccion;se cambia gate unit;caja de aparatos;1.0;0;0.0;289;1;0
2010-05-27;2010;5;27;Thursday;4;1;bloqueo a 0 y pantagrafo abajo;se resetea cea;convertidor de auxiliares;6.0;1;85.0;915;1;1
2010-07-30;2010;7;30;Friday;4;1;bloqueo a 32 bars;se cambia fusible de kfs de m2;interiores de vehiculo;0.0;0;0.0;257;2;0
2010-09-01;2010;9;1;Wednesday;4;1;puerta 5 der bkp desajustado;se ajusto bkp;puertas;3.0;0;0.0;1285;1;0
2010-09-19;2010;9;19;Sunday;4;1;se cae pantografo;dos puentes de baterias averiados;bateria;4.0;1;50.0;257;2;1
2010-09-20;2010;9;20;Monday;4;1;se baja pantografo;base de rele rec averiada;convertidor de auxiliares;4.0;1;80.0;289;2;1
2010-11-15;2010;11;15;Monday;4;1;no funciona ventilacion de usuarios;se resetea relevador de sobrecarga;interiores de vehiculo;0.0;0;0.0;289;2;0
2010-12-03;2010;12;3;Friday;4;1;falla de frenado;tornillos danados en aros dentados;sensores de velocidad;0.0;0;0.0;257;3;0
2010-12-14;2010;12;14;Tuesday;4;1;se encienden fanales en m1;se corrige falso contacto en micro de acoplador;acoplador;5.0;0;0.0;739;2;1
2011-04-23;2011;4;23;Saturday;4;1;tironeos a la traccion;se cambia charola de ventilacion de sibas;unidad de control de traccion;0.0;0;0.0;915;1;0
2011-07-22;2011;7;22;Friday;4;1;bloqueo a 2 bars;se restablece itca;ventiladores de equipo;1.0;0;0.0;257;2;0
2011-08-22;2011;8;22;Monday;4;1;bloqueo a 2 bars;linea sulfatada en rde1;relevadores;6.0;1;100.0;593;2;1
2011-09-07;2011;9;7;Wednesday;4;1;botonera doble de ptas floja;se apreto botonera;botoneria;2.0;0;0.0;1285;2;0
2011-09-20;2011;9;20;Tuesday;4;1;puerta de cabina no se puede abrir;se ajusta chapa de cabina;cabina;5.0;1;40.0;289;3;1
2012-07-24;2012;7;24;Tuesday;4;1;falla de ventiladores de equipo;se revisa cea y lineas de alterna;convertidor de auxiliares;0.0;0;0.0;915;1;0
2012-09-22;2012;9;22;Saturday;4;1;marco de puerta de cabina ;se corrige marco de la puerta;cabina;0.0;0;0.0;257;3;0
2012-12-04;2012;12;4;Tuesday;4;1;falla de frenado;se cambia tarjeta aa1;unidad electronica de frenado;2.0;0;0.0;915;1;0
2012-12-20;2012;12;20;Thursday;4;1;velocimetro no funciona;registrador averiado;registrador de eventos;0.0;0;0.0;1319;1;0
2013-01-16;2013;1;16;Wednesday;4;1;micas de transito encienden acoplado;se ajusta acoplador;acoplador;0.0;0;0.0;1285;3;0
2013-01-19;2013;1;19;Saturday;4;1;se cae pantografo;se reviso estando normal;pantografo;0.0;0;0.0;289;3;0
2013-01-26;2013;1;26;Saturday;4;1;no hay mtto de cierre;se ajusto bkp en 1er puerta izq;puertas;2.0;0;0.0;1285;3;0
2013-04-10;2013;4;10;Wednesday;4;1;freno regenerativo alto;se cambia tvl;transductores;0.0;0;0.0;915;1;0
2013-04-21;2013;4;21;Sunday;4;1;bloqueo a 20 bar;se cambio tvl;caja de aparatos;0.0;0;0.0;915;1;0
2013-08-17;2013;8;17;Saturday;4;1;falla cea y cet;se resetea cea y se reviza estando ok;convertidor de auxiliares;4.3;1;50.0;289;1;1
2013-09-20;2013;9;20;Friday;4;1;claxon no funciona;se cambian bocinas del claxon;claxon;0.0;0;0.0;1285;2;0
2013-10-05;2013;10;5;Saturday;4;1;voceo usuarios no se escucha;se cambio caja de voceo;radio y voceo;0.0;0;0.0;593;1;0
2013-10-21;2013;10;21;Monday;4;1;soneria de ruptor continua;se repara cableado;interiores de vehiculo;0.0;0;0.0;740;2;0
2013-11-26;2013;11;26;Tuesday;4;1;bloqueo a 2 bars;se resetea termico de cap;caja de aparatos;2.0;0;0.0;1319;1;0
2014-01-10;2014;1;10;Friday;4;1;no abren puertas de m2;se coloca tornillo faltante a bobina;electrovalvulas;7.0;1;30.0;740;3;1
2014-01-25;2014;1;25;Saturday;4;1;se apaga vent usuarios y bloqueo;se reviso cea;convertidor de auxiliares;0.0;0;0.0;740;1;0
2014-02-19;2014;2;19;Wednesday;4;1;falla en comresor;se cambio tcp;compresor de aire;0.0;0;0.0;257;2;0
2014-04-01;2014;4;1;Tuesday;4;1;falla de compresor;se corrige fuga en tuberia de secador;secador de aire;0.0;0;0.0;740;3;0
2014-05-28;2014;5;28;Wednesday;4;1;falla de compresor;no se encontro falla;compresor de aire;2.0;0;0.0;740;3;0
2014-05-30;2014;5;30;Friday;4;1;falla en motocompresor;se cambia radiador del mcp;compresor de aire;0.0;0;0.0;740/257;3;0
2015-02-26;2015;2;26;Thursday;4;1;falla de fusible principal;arco en rf;resistencias de frenado;0.0;0;0.0;593;1;0
2015-04-04;2015;4;4;Saturday;4;1;no finciona claxon;se cambia bocina;claxon;0.0;0;0.0;740;2;0
2015-04-08;2015;4;8;Wednesday;4;1;chispazos en pantografo;se rectifican carbones;pantografo;2.0;0;0.0;740;2;0
2015-06-05;2015;6;5;Friday;4;1;pierde mantenimiento de cierre;se cambio leva 2a pta izq;puertas;0.0;0;0.0;740;3;0
2015-06-06;2015;6;6;Saturday;4;1;puertas m2 izq no abren;se cambio evalvula y relevador;electrovalvulas;0.0;0;0.0;1285;3;0
2015-07-14;2015;7;14;Tuesday;4;1;falla de fusible principal;banco de capacitores de red averiado;caja de aparatos;5.0;0;0.0;593;1;1
2015-08-02;2015;8;2;Sunday;4;1;falla compresor;se cambio compresor;compresor de aire;0.0;0;0.0;257;3;0
2015-12-14;2015;12;14;Monday;4;1;bloqueo a 3 bars;se cambia bkp de 3a puerta l izq;puertas;5.0;1;90.0;1285;2;1
2010-04-19;2010;4;19;Monday;5;1;bloqueo a 32 senaliza bucle de seg;se cambio sensor m1;acoplador;3.0;1;80.0;740;2;1
2010-05-26;2010;5;26;Wednesday;5;1;al traccionar y frenar se siente que se amarra el tren;cable de motor de m1 averiado;motor de traccion;0.0;0;0.0;289;2;0
2010-06-02;2010;6;2;Wednesday;5;1;bloqueo a 32 bars;se reviza circuito y sube a pruebas todo ok;relevadores;2.0;0;0.0;257;2;0
2010-07-07;2010;7;7;Wednesday;5;1;bloqueo 32 bar;se corrigio cableado en bkp;interiores de vehiculo;3.0;1;30.0;740;2;1
2010-10-02;2010;10;2;Saturday;5;1;no funciona claxon;se cambiaron bocinas;claxon;0.0;0;0.0;289;2;0
2010-10-30;2010;10;30;Saturday;5;1;bloqueo a 32 bar;se reviso todo estando normal;acoplador;2.0;0;0.0;1285;2;0
2010-11-03;2010;11;3;Wednesday;5;1;bloqueo a 3;altura desajustada ;acoplador;0.0;0;0.0;257;2;0
2010-12-20;2010;12;20;Monday;5;1;claxon se queda accionado;se cambia relevador;claxon;0.0;0;0.0;740;2;0
2011-05-23;2011;5;23;Monday;5;1;falla de compresor;valvula de descarga averiada;compresor de aire;0.0;0;0.0;289;3;0
2011-08-25;2011;8;25;Thursday;5;1;limpiaparabrisas no funciona;motor averiado;cabina;0.0;0;0.0;257;2;0
2011-09-25;2011;9;25;Sunday;5;1;cea2 apagado;th10 y fusible averiados;convertidor de auxiliares;0.0;0;0.0;1319;1;0
2011-10-28;2011;10;28;Friday;5;1;puerta de cabina no abre;se ponen piezas faltantes;cabina;3.0;0;0.0;1285;3;0
2011-12-14;2011;12;14;Wednesday;5;1;bloqueo a 2 bars;fusibles de techo abiertos;fusibles de alta tension;1.0;0;0.0;915;1;0
2011-12-31;2011;12;31;Saturday;5;1;falla en scpv;se cambio scpv;control de puertas y velocidad;4.0;0;0.0;257;1;0
2012-11-03;2012;11;3;Saturday;5;1;fmffftironeos;se resetean uef;unidad electronica de frenado;1.0;0;0.0;257;1;0
2012-11-06;2012;11;6;Tuesday;5;1;falla de compresor;se cambia selector;selectores;0.0;0;0.0;289;2;0
2012-11-12;2012;11;12;Monday;5;1;bloqueos a 3 bars;falla en aja de acoplador;acoplador;1.0;0;0.0;289;3;0
2012-12-23;2012;12;23;Sunday;5;1;pasador de chapasuelto;se rearmo cilindro de chapa;cabina;0.0;0;0.0;257;3;0
2013-02-20;2013;2;20;Wednesday;5;1;no abre puertas;no se encontro falla;puertas;7.0;1;100.0;1285;2;1
2013-02-24;2013;2;24;Sunday;5;1;bamboleos a 70 kmhr;deformacion en pistase maquino;ruedas;0.0;0;0.0;289;3;0
2013-03-10;2013;3;10;Sunday;5;1;no abren puertas;se reviza circuito estando normal sube a pruebas funcionando bien;puertas;3.0;1;60.0;1285/257;2;1
2013-03-17;2013;3;17;Sunday;5;1;falla compresor;se cambio termostato;compresor de aire;0.0;0;0.0;740;3;0
2013-03-26;2013;3;26;Tuesday;5;1;tablero de destino se atora;se lubrica mecanismo y se ajusta resorte;cabina;0.0;0;0.0;257;3;0
2013-04-26;2013;4;26;Friday;5;1;bloqueo a 2bars;se reviza se borran ruido en sensores;sensores de velocidad;0.0;0;0.0;915;1;0
2013-04-27;2013;4;27;Saturday;5;1;bloqueo 2 bars;se cambia gstf ;generador de senal traccion frenado;2.3;0;0.0;289;1;0
2013-04-29;2013;4;29;Monday;5;1;bloqueo a 2 bars;se cambia gstf;generador de senal traccion frenado;0.0;0;0.0;915;1;0
2013-09-20;2013;9;20;Friday;5;1;falla de cet y motriz inactiva;linea aterrizada en caja de fusibles;fusibles de alta tension;0.0;0;0.0;1285;1;0
2013-10-25;2013;10;25;Friday;5;1;pierde traccion;se cambio perno enclave m2;acoplador;0.0;0;0.0;289-740;3;0
2013-11-06;2013;11;6;Wednesday;5;1;pierde traccion;en revision;convertidor de traccion;0.0;0;0.0;289;1;0
2014-04-26;2014;4;26;Saturday;5;1;falla de frenadocarro bloqueado bloqueo 32 bars ;se reviza y se cambia unf;unidad neumatica de frenado;4.0;1;70.0;289;3;1
2014-08-01;2014;8;1;Friday;5;1;falla cet2 bar;se cambio itca;interruptores temomagneticos;4.0;0;0.0;1285;2;0
2014-08-04;2014;8;4;Monday;5;1;bloqueo a 0 bars;sibas averiado;caja de aparatos;3.0;0;0.0;1319;1;0
2014-09-10;2014;9;10;Wednesday;5;1;falla de frenado y bloqueo a 0 bar;se cambio unf;unidad neumatica de frenado;4.0;1;70.0;289;3;1
2015-01-05;2015;1;5;Monday;5;1;pantografo se repliega;se repara tj supresora;convertidor de auxiliares;4.0;1;50.0;1319;1;1
2015-01-07;2015;1;7;Wednesday;5;1;no abren puertas de vehiculos traseros;acoplador en revision;acoplador;9.0;1;20.0;257;2;1
2015-03-18;2015;3;18;Wednesday;5;1;pantografo replegado;se cambia rmp;relevadores;5.0;1;100.0;1285;2;1
2015-07-30;2015;7;30;Thursday;5;1;no abre puertas ajenas;se ajusta acoplador;acoplador;3.0;1;25.0;257;3;1
2015-08-04;2015;8;4;Tuesday;5;1;bloqueo a 32 bar;caja electrica desajustada;acoplador;25.0;1;60.0;257-740;2;1
2015-08-25;2015;8;25;Tuesday;5;1;plafon de abina suelto;se fija plafon;aire acondicionado;0.0;0;0.0;2269;4;0
2015-10-12;2015;10;12;Monday;5;1;bamboleo en curvas;en revision;ruedas;0.0;0;0.0;257;3;0
2015-12-13;2015;12;13;Sunday;5;1;falla de cet y falla de ventiladores de equipo;se restablece guardamotor de la cap;caja de aparatos;2.0;0;0.0;593;1;0
2010-06-05;2010;6;5;Saturday;6;1;falla de compresor;se ajusto pcp;compresor de aire;2.0;0;0.0;257;3;0
2010-08-11;2010;8;11;Wednesday;6;1;falla de cea;se corrigio conexion en chopper;convertidor de auxiliares;0.0;0;0.0;915;1;0
2010-08-18;2010;8;18;Wednesday;6;1;puertas izq m2 no abren;se limpio electrovalvula;electrovalvulas;0.0;0;0.0;257;3;0
2011-03-24;2011;3;24;Thursday;6;1;puerta 1 der no cierra;se ajusto mecanismo de puertas;puertas;2.0;0;0.0;1285;3;0
2011-04-01;2011;4;1;Friday;6;1;no incrementa el contador paratren;cambian do;paratren;0.0;0;0.0;1319;1;0
2011-04-17;2011;4;17;Sunday;6;1;parasol averiado;se intercambio con otro veh;cabina;0.0;0;0.0;257;3;0
2011-06-13;2011;6;13;Monday;6;1;puerta 5 der no cierra;se nivelo puerta y se ajustan guias;puertas;2.0;0;0.0;1285;3;0
2012-01-22;2012;1;22;Sunday;6;1;3er pta izq se atora;se cambio sin fin;puertas;2.0;0;0.0;257;3;0
2012-06-24;2012;6;24;Sunday;6;1;falla de compresor;compresor averiado;compresor de aire;2.0;0;0.0;2269;3;0
2012-07-16;2012;7;16;Monday;6;1;falal de cet y bloqueo a 0 bars;falla en pt100;convertidor de traccion;0.0;0;0.0;1319;1;0
2012-10-27;2012;10;27;Saturday;6;1;tironeos a la traccion;en revision;convertidor de traccion;0.0;0;0.0;915;1;0
2012-12-01;2012;12;1;Saturday;6;1;fallan en velocimetro;se resetea vea;velocimetro;0.0;0;0.0;257;1;0
2012-12-11;2012;12;11;Tuesday;6;1;bloqueo a 32 bars;se cambia rtr;relevadores;5.0;1;80.0;740;2;1
2013-01-27;2013;1;27;Sunday;6;1;no hay mtto de cierre;se ajusto bkps;puertas;2.0;0;0.0;1285-289;3;0
2013-03-21;2013;3;21;Thursday;6;1;claxon no funciona;se cambio bocinas;claxon;0.0;0;0.0;257;2;0
2013-04-03;2013;4;3;Wednesday;6;1;bloqueo a 3 bars;se cambia ahm;manipulador;1.5;0;0.0;1319;1;0
2013-04-04;2013;4;4;Thursday;6;1;no se escucha voceo;se cambia microfono;radio y voceo;0.0;0;0.0;915;1;0
2013-07-21;2013;7;21;Sunday;6;1;falla cet;no se encontro falla;convertidor de traccion;1.0;0;0.0;740;1;0
2013-10-15;2013;10;15;Tuesday;6;1;pantografo abajo;no se encontro falla;pantografo;2.0;1;30.0;257;3;1
2013-12-22;2013;12;22;Sunday;6;1;falla de cea;igbt y driver averiados;convertidor de auxiliares;0.0;0;0.0;1319;1;0
2014-05-15;2014;5;15;Thursday;6;1;no da mantenimiento de cierre;se cambia brazo a bkp puerta 1 izq;puertas;5.0;1;60.0;289;3;1
2014-07-14;2014;7;14;Monday;6;1;asiento de conductor no se ajusta;no se encontro falla;cabina;0.0;0;0.0;2269;3;0
2015-06-18;2015;6;18;Thursday;6;1;falla de cet;se cambia fusible de precarga;convertidor de traccion;2.0;0;0.0;915;1;0
2015-06-19;2015;6;19;Friday;6;1;falla de mcp;se resetea bimetalico y se ajusta se prueba;relevadores;0.0;0;0.0;289;2;0
2015-07-03;2015;7;3;Friday;6;1;falla de cet;falla en sensor de temperatura;convertidor de traccion;0.0;0;0.0;593;1;0
2015-07-10;2015;7;10;Friday;6;1;falla en compresor;se dio mtto a contactor cmc;compresor de aire;0.0;0;0.0;257;2;0
2010-03-15;2010;3;15;Monday;7;1;falla de velocimetro;se cambio rpe;registrador de eventos;0.0;0;0.0;289;1;0
2010-03-27;2010;3;27;Saturday;7;1;falla de ventiladores de equipo;clemas danadas en c17;interiores de vehiculo;0.0;0;0.0;289;1;0
2010-05-15;2010;5;15;Saturday;7;1;falla de velocimetro;se cambio rpe;velocimetro;0.0;0;0.0;915;1;0
2010-05-22;2010;5;22;Saturday;7;1;3 puertas der m1 se cierran solas;se cambio rcp;relevadores;0.0;0;0.0;1285;3;0
2010-06-12;2010;6;12;Saturday;7;1;3er pta lado der se atora;se cambio cilindro;puertas;0.0;0;0.0;740;3;0
2010-07-05;2010;7;5;Monday;7;1;falla electronica de mandos;se corrigio cableado;unidad de control de traccion;0.0;0;0.0;915;1;0
2010-08-12;2010;8;12;Thursday;7;1;trecera puerta der no cierra;no se encontro falla;puertas;0.0;0;0.0;1285;2;0
2010-11-04;2010;11;4;Thursday;7;1;bloqueo a 3;se cambio micro de manipulador;manipulador;0.0;1;100.0;915;1;1
2010-11-04;2010;11;4;Thursday;7;1;bloqueo a 3;linea floja en bkp 2 derecho;puertas;0.0;1;90.0;740;2;1
2010-11-27;2010;11;27;Saturday;7;1;inductancia recalentada;se cambia inductancia;caja de aparatos;5.0;1;60.0;1319;1;1
2011-01-10;2011;1;10;Monday;7;1;bajo voltaje de bateria;se cambio voltimetro;cabina;4.0;1;30.0;915;1;1
2011-01-15;2011;1;15;Saturday;7;1;freno neumatico a alta velocidad;se cambia tarjeta ad de la uef;unidad electronica de frenado;0.0;0;0.0;740;1;0
2011-01-20;2011;1;20;Thursday;7;1;falla de cet y humo bajo bastidor;inductancia freno y linea quemadas por obstruccion en ventilacion;caja de aparatos;5.0;0;0.0;1319;1;1
2011-03-19;2011;3;19;Saturday;7;1;micas m2 encendidas;se cambio sensor;acoplador;0.0;0;0.0;1285-289;2;0
2011-03-22;2011;3;22;Tuesday;7;1;falla de puertas;no se encontro falla;acoplador;5.0;0;0.0;257;2;1
2011-03-28;2011;3;28;Monday;7;1;pantografo se repliega;lineas de ca recalentadas en c58;aire acondicionado;6.0;1;90.0;1285;2;1
2011-06-15;2011;6;15;Wednesday;7;1;falla ventiladores de equipo;giro invertido en bentilador rf;ventiladores de equipo;4.5;1;5.0;593;1;1
2011-07-26;2011;7;26;Tuesday;7;1;no funciona velocimetro;se cambia rpe;velocimetro;0.0;0;0.0;1319;1;0
2011-11-27;2011;11;27;Sunday;7;1;falla de cet;se cambio fusible cpc;caja de aparatos;0.0;0;0.0;593;1;0
2011-12-22;2011;12;22;Thursday;7;1;puerta 4 izq con hoja suelta;se repusioeron tornillos;puertas;4.3;1;100.0;289;3;1
2011-12-25;2011;12;25;Sunday;7;1;falla cet2 bar;se cambia tarjeta de cet;convertidor de traccion;1.0;0;0.0;915;1;0
2012-02-18;2012;2;18;Saturday;7;1;pantografo replegado;se restablecio sist seguridad;pantografo;10.0;1;60.0;1285;3;1
2012-05-03;2012;5;3;Thursday;7;1;falla de frenado;se borraron memorias de la uef;unidad electronica de frenado;2.0;0;0.0;593;1;0
2012-06-15;2012;6;15;Friday;7;1;bloqueo a 20 bar;se ajusto contactor cpc;caja de aparatos;0.0;0;0.0;915;1;0
2012-06-22;2012;6;22;Friday;7;1;clima de cabina tira mucho agua;se esta revizando;aire acondicionado;0.0;0;0.0;1285;4;0
2012-07-20;2012;7;20;Friday;7;1;fuga de aire bajo cabina;se cambia valvula clapeta por fuga;pantografo;0.0;0;0.0;1285;3;0
2012-08-02;2012;8;2;Thursday;7;1;puerta 1 derecha se atora;se cambia sinfin;puertas;5.0;0;0.0;2269;3;1
2012-08-04;2012;8;4;Saturday;7;1;falla de compresor;se cambio pcp;compresor de aire;0.0;0;0.0;289;3;0
2012-09-19;2012;9;19;Wednesday;7;1;falla de frenado;se repara cableado de sensor de vel;sensores de velocidad;0.0;0;0.0;593;1;0
2012-10-29;2012;10;29;Monday;7;1;bloqueo a 2 bars;no se encontro falla;unidad neumatica de frenado;0.0;0;0.0;1285;2;0
2012-11-22;2012;11;22;Thursday;7;1;sercha articulacion levant;se reparo sercha;articulacion;0.0;0;0.0;289;3;0
2012-11-23;2012;11;23;Friday;7;1;micas rojas m2 encendidas;se cambio sensor;acoplador;0.0;0;0.0;289;2;0
2012-11-25;2012;11;25;Sunday;7;1;falla de cet;se dio mtto a cpc;caja de aparatos;1.0;0;0.0;1319;2;0
2012-12-01;2012;12;1;Saturday;7;1;fall de cet;se cambia circuitos escarpados;convertidor de traccion;0.0;0;0.0;740;1;0
2012-12-08;2012;12;8;Saturday;7;1;falla cet y baja traccion;se cambia cpc;caja de aparatos;0.0;0;0.0;289;1;0
2013-02-21;2013;2;21;Thursday;7;1;falla de frenado;en revision;unidad neumatica de frenado;3.0;0;0.0;257;3;0
2013-05-11;2013;5;11;Saturday;7;1;filtracion ventana cabina;se sello ventana;cabina;0.0;0;0.0;1285;3;0
