Fecha;year;month;day;day_name;Veh;Linea;Descripcion;Correccion;Sistema;Retraso_minutos;Causó_desalojo;Porcentaje_desalojo;Supervisor_reviso;Cat;Fiabilidad_Servicio
2016-12-05;2016;12;5;Monday;52;1;puerta 1 izq no abre;se reseta tren;puertas;0.0;0;0.0;915;1;0
2017-01-04;2017;1;4;Wednesday;52;1;electronica de mandos y bloqueo a 2 bars;rev de cpcs  y contactores de alta tension;contactores;7.0;1;70.0;593;1;1
2017-02-10;2017;2;10;Friday;52;1;bloqueos a 2 bar;se cambia bandeja ventilacion sibas;unidad de control de traccion;2.0;0;0.0;915;1;0
2017-02-28;2017;2;28;Tuesday;52;1;puerta 2 izq lenta;se cambia pletina;puertas;4.0;0;0.0;593;1;0
2017-03-07;2017;3;7;Tuesday;52;1;3 puertas de m1 no abren;se cambia r2k;relevadores;4.0;0;0.0;915;2;0
2017-03-21;2017;3;21;Tuesday;52;1;clima de m2 no enfria;en revision;aire acondicionado;0.0;0;0.0;289;4;0
2017-04-28;2017;4;28;Friday;52;1;falla comrpesor m2;se ajusto arranque y paro;compresor de aire;3.0;0;0.0;2269;3;0
2017-04-29;2017;4;29;Saturday;52;1;disyuntor y bloqueo a 2 bar;se restablecio disyuntor;disyuntor;6.0;1;60.0;915;1;1
2017-06-11;2017;6;11;Sunday;52;1;1era puerta lado izquierdo no abre;se reseteo en linea y funciono;puertas;0.0;0;0.0;915;1;0
2017-07-04;2017;7;4;Tuesday;52;1;bloqueo a 2 y falla de disyuntor;se resetea disyuntor;disyuntor;0.0;0;0.0;915;1;0
2017-08-16;2017;8;16;Wednesday;52;1;clima m2 no enfria;se reparo falso contacto y recarga de gas;aire acondicionado;2.0;0;0.0;289;4;0
2017-08-28;2017;8;28;Monday;52;1;puerta 4 izq no abre;se cambia pletina;puertas;0.0;0;0.0;593;1;0
2018-04-20;2018;4;20;Friday;52;1;preimer puerta lizqtarda en abrir y cerrar;se cambia pletina;puertas;6.0;1;90.0;1319;1;1
2018-06-03;2018;6;3;Sunday;52;1;6a pta izquierda se atora;se realiza nivelacion de hojas;puertas;0.0;0;0.0;2485;3;0
2018-06-08;2018;6;8;Friday;52;1;falla frenado;se cambia unf;unidad neumatica de frenado;0.0;0;0.0;1285;2;0
2018-06-16;2018;6;16;Saturday;52;1;falla fem y sicas;se resetea sicas;unidad de control de auxiliares;2.5;0;0.0;915;1;0
2018-06-23;2018;6;23;Saturday;52;1;falla 4ta puerta no abre ;se cambia pletina ;puertas;4.0;0;0.0;1319;1;0
2018-07-08;2018;7;8;Sunday;52;1;falla de disyuntor;se resetea disyuntor;disyuntor;3.0;0;0.0;593;1;0
2018-07-11;2018;7;11;Wednesday;52;1;falla de disyuntor;se resetea disyuntor;disyuntor;10.0;1;20.0;13.19;1;1
2018-07-20;2018;7;20;Friday;52;1;clima m1 condenza demaciado;en revision;aire acondicionado;0.0;0;0.0;289;4;0
2018-08-04;2018;8;4;Saturday;52;1;condensa clima m1;cambio de filtros m1;aire acondicionado;1.0;0;0.0;1285;4;0
2018-09-04;2018;9;4;Tuesday;52;1;climade m1 no enfria;falso en sonda;aire acondicionado;0.0;0;0.0;2485;4;0
2018-09-05;2018;9;5;Wednesday;52;1;control de puertas se desfasa;se cambia control de puertas;control de puertas y velocidad;0.0;0;0.0;1319;1;0
2018-10-31;2018;10;31;Wednesday;52;1;clima de m2no enfria;compresor averiado;aire acondicionado;0.0;0;0.0;2485;4;0
2019-01-24;2019;1;24;Thursday;52;1;bloqueo 32 bars y las puertas se abren y cierran solas;falla en alimentacion de r2k;puertas;1.5;1;50.0;915;1;1
2019-04-20;2019;4;20;Saturday;52;1;clima de m2 tira demaciada agua;se reviza se conectan sondas  en m1 y se carga gas en m2;aire acondicionado;0.0;0;0.0;2485;1;0
2019-07-05;2019;7;5;Friday;52;1;falla clima m1 y m2;compresor danado m1 se cambio compresor;aire acondicionado;0.0;0;0.0;3288;4;0
2019-08-13;2019;8;13;Tuesday;52;1;falla de disyuntor;se cambia bandeja de ventilacion de sibas;unidad de control de traccion;4.0;0;0.0;1319;1;0
2019-09-19;2019;9;19;Thursday;52;1;falla clima m1;se cambio compresor m1;aire acondicionado;5.7;0;0.0;1285;4;1
2020-05-24;2020;5;24;Sunday;52;1;puerta 3 izq no abre;se cambia pletina;puertas;6.0;0;0.0;593;1;1
2020-07-08;2020;7;8;Wednesday;52;1;clima de m2 no enfria;compresor averiado;aire acondicionado;5.0;0;0.0;289;4;1
2020-07-12;2020;7;12;Sunday;52;1;puewrta 1 izq no cierra;se cambia pletina;puertas;0.0;0;0.0;915;1;0
2020-11-03;2020;11;3;Tuesday;52;1;puerta 4 izq no funciona;se cambia pletina;puertas;7.0;1;90.0;1319;1;1
2020-12-15;2020;12;15;Tuesday;52;1;golpeteo en ruedas;se maquinan ruedas;ruedas;0.0;0;0.0;1285;3;0
2021-05-12;2021;5;12;Wednesday;52;1;puerta 4 der no cierra completa;se cambia pletina;puertas;4.0;1;40.0;593;1;1
2021-05-17;2021;5;17;Monday;52;1;ahm se queda pegado;se ajusta arillo;manipulador;2.5;0;0.0;915;1;0
2021-08-19;2021;8;19;Thursday;52;1;falla de disyuntor;se ajusta manipulador;manipulador;3.0;0;0.0;915;1;0
2021-09-28;2021;9;28;Tuesday;52;1;bloqueo a 32 bars y pantografo abajo;se ajusto esfuerzo de pantografo;pantografo;20.0;1;40.0;2485;3;1
2021-10-14;2021;10;14;Thursday;52;1;bloqueo a cero bars;se cambian tarjetas de sicas;unidad de control de auxiliares;3.0;0;0.0;1379;1;0
2021-10-15;2021;10;15;Friday;52;1;velocidad limitada;se cambio tj c037 de sibas;unidad de control de traccion;0.0;0;0.0;1319;1;0
2021-11-02;2021;11;2;Tuesday;52;1;clima de m2 no funciona;se cambio sensor de temperatura;aire acondicionado;2.0;0;0.0;2269;4;0
2021-11-11;2021;11;11;Thursday;52;1;no funciona a acondicionado ;se corrige falso en tj de control;aire acondicionado;0.0;0;0.0;3288;4;0
2021-11-26;2021;11;26;Friday;52;1;bloqueo 32 sin mtto de cierre;se reparo mecanismo de 5a puerta der;puertas;12.0;1;40.0;2485;3;1
2021-11-28;2021;11;28;Sunday;52;1;tim no enciende;se cambio tim;unidad de control de voceo tim;0.0;0;0.0;2269;1;0
2021-12-25;2021;12;25;Saturday;52;1;tironeos al frenar;se restablece memoria de uef;unidad electronica de frenado;3.0;0;0.0;289;1;0
2022-01-03;2022;1;3;Monday;52;1;calxon se queda activado bajando tequilibrio;se cambio electrovalvula del claxon;electrovalvulas;35.0;1;100.0;2269;3;1
2023-12-14;2023;12;14;Thursday;52;1;no abren varias puertas;se cambiaron pletinas;puertas;5.0;1;60.0;542;3;1
2024-02-28;2024;2;28;Wednesday;52;1;presenta ruedas cuadradas en el bogue remolque del v52;se maquinan ruedas;ruedas;0.0;0;0.0;2484;3;0
2024-04-01;2024;4;1;Monday;52;1;4ta puerta izq no abra y no cierra;se cambio pletina;puertas;0.0;0;0.0;2485;1;0
2024-04-02;2024;4;2;Tuesday;52;1;bloqueo a 0 bar s y capacitores de red danados;se cambia banco de capacitores;caja de aparatos;0.0;0;0.0;3288;1;0
2024-04-27;2024;4;27;Saturday;52;1;presenta falla de cet y disyuntor;se cambio cpc s y tarjeta a81;caja de aparatos;0.0;0;0.0;2269;1;0
2024-05-07;2024;5;7;Tuesday;52;1;bloqueo 32 bar;se rellena nivel aceite mcpse ajusta tensor valvula de suspen;compresor de aire;3.0;1;60.0;2485;3;1
2024-07-23;2024;7;23;Tuesday;52;1;falla clima m1;se resetea y se entrega;aire acondicionado;0.0;0;0.0;542;4;0
2024-07-25;2024;7;25;Thursday;52;1;bloqueo a 2 bar s;se restablece el disyuntor;disyuntor;0.0;0;0.0;542;1;0
2024-08-06;2024;8;6;Tuesday;52;1;falla de clima de usuarios m1 y m2;se cambia compresor del clima de m2;aire acondicionado;0.0;0;0.0;2274;4;0
2024-10-17;2024;10;17;Thursday;52;1;ruedas cuadradas;eje 4 patinado se maquina todo el vehiculo;ruedas;0.0;0;0.0;2485;3;0
2024-11-10;2024;11;10;Sunday;52;1;clima de usuarios no enfrian;se reparo clima de m2;aire acondicionado;0.0;0;0.0;2485;4;0
2024-11-16;2024;11;16;Saturday;52;1;falla de disyuntor en m1;se cambio disyuntor;disyuntor;25.0;1;60.0;542;1;1
2024-12-19;2024;12;19;Thursday;52;1;falla de convertidor de auxiliares;se repara convertidor de auxiliares;convertidor de auxiliares;2.0;1;40.0;2269;1;1
2025-01-10;2025;1;10;Friday;52;1;no abre puertas;se encontro danada la uef del veh 52 se cambio uef;unidad electronica de frenado;1.0;1;60.0;542;1;1
2025-01-18;2025;1;18;Saturday;52;1;pantografo replegado ;se reparo cea;convertidor de auxiliares;8.0;1;50.0;2269;1;1
2025-01-28;2025;1;28;Tuesday;52;1;bloqueo a 2 bars sin senalizacion con mandos en el v52;se revisa circuito de disyuntor se probo y se entrego ;disyuntor;0.0;0;0.0;2269;1;0
2025-01-30;2025;1;30;Thursday;52;1;bloqueo a 2 bar s y pantografo;se reparo cea;convertidor de auxiliares;4.0;1;100.0;2269;1;1
2025-02-15;2025;2;15;Saturday;52;1;falla de mcp;se restablece integral y se reaprieta linea 302;compresor de aire;0.0;0;0.0;2274;2;0
2025-02-20;2025;2;20;Thursday;52;1;reportan humo bajo bastidor;cambio cilindro bremolque ;ruedas;4.0;1;90.0;3892;3;1
2025-03-14;2025;3;14;Friday;52;1;falla de mcp;se ajustan pcp de 6051 cambio manguera cilindro freno v60;compresor de aire;10.0;0;0.0;2274;3;1
2016-01-13;2016;1;13;Wednesday;53;1;falla de disyuntor;se resetea diayuntor;disyuntor;0.0;0;0.0;593;1;0
2016-01-29;2016;1;29;Friday;53;1;redundancia en sicas;se resetea sicas;unidad de control de auxiliares;0.0;0;0.0;593;1;0
2016-02-02;2016;2;2;Tuesday;53;1;3a puerta ld no abre;se cambia pletina;puertas;0.0;0;0.0;289;1;0
2016-02-07;2016;2;7;Sunday;53;1;alarma en scpv;se cambia controller del scpv;control de puertas y velocidad;1.5;0;0.0;1285;1;0
2016-02-29;2016;2;29;Monday;53;1;clima de m2 no enfria;no se encontro falla;aire acondicionado;0.0;0;0.0;2269;4;0
2016-03-01;2016;3;1;Tuesday;53;1;clima de m2 no enfria;falso en conector de tarjeta;aire acondicionado;2.0;0;0.0;2269;4;0
2016-03-02;2016;3;2;Wednesday;53;1;falla de clima de m2;se cambia conector de termistor;aire acondicionado;0.0;0;0.0;2269;4;0
2016-03-08;2016;3;8;Tuesday;53;1;clima de m1 no enfria;se cambia tarjeta de control;aire acondicionado;2.0;0;0.0;2269;4;0
2016-03-10;2016;3;10;Thursday;53;1;falla de redundancia en sicas;se resetea sicas;unidad de control de auxiliares;3.0;1;45.0;593;1;1
2016-03-18;2016;3;18;Friday;53;1;5a puerta lado derecho no abre;se cambio pletina quemada;puertas;0.0;0;0.0;593;1;0
2016-06-18;2016;6;18;Saturday;53;1;falla de mcp ajeno con mandos en v53;se reviza nivel aceiteparoarranque de compresor;compresor de aire;4.0;0;0.0;1285;3;0
2016-11-04;2016;11;4;Friday;53;1;sexta puerta no abre en ocasiones;se cambia pletina;puertas;0.0;0;0.0;915;1;0
2017-02-18;2017;2;18;Saturday;53;1;climas de m1 y m2 no funcionan;fusible abierto;aire acondicionado;0.0;0;0.0;2269;2;0
2017-02-22;2017;2;22;Wednesday;53;1;climas de m1 y m2 no enfrian;se cambia fusible;aire acondicionado;0.0;0;0.0;289;4;0
2017-03-06;2017;3;6;Monday;53;1;falla de clima de m2;se cambia fusible;aire acondicionado;0.0;0;0.0;2269;4;0
2017-03-22;2017;3;22;Wednesday;53;1;falla disyuntor y pantografo replegado;se cambia tarjeta de sicas;unidad de control de auxiliares;9.0;1;60.0;593;1;1
2017-04-24;2017;4;24;Monday;53;1;climas de m1 y m2 no enfrian;en revision;aire acondicionado;1.0;0;0.0;3179;4;0
2017-05-15;2017;5;15;Monday;53;1;ahm se queda pegado;se cambia manipulador;manipulador;0.0;0;0.0;1319;1;0
2017-05-17;2017;5;17;Wednesday;53;1;aire acondicionado no enfria;se carga gas;aire acondicionado;0.0;0;0.0;289;4;0
2017-05-27;2017;5;27;Saturday;53;1;clima m1 no enfria;en revision;aire acondicionado;0.0;0;0.0;2269;2;0
2017-06-05;2017;6;5;Monday;53;1;clima de m2 no enfria;no se encontro falla;aire acondicionado;5.0;0;0.0;2269;4;1
2017-06-27;2017;6;27;Tuesday;53;1;clima de m1 no enfria;falso contacto en plc de clima;aire acondicionado;3.0;0;0.0;2269;4;0
2017-08-25;2017;8;25;Friday;53;1;falla clima de m1;se resetearon tarjetas control;aire acondicionado;3.0;0;0.0;2269;2;0
2017-08-31;2017;8;31;Thursday;53;1;clima de m1 no enfria;en revision;aire acondicionado;0.0;0;0.0;289;4;0
2017-09-26;2017;9;26;Tuesday;53;1;clima de cabina ctira agua sobre el control de puertas;se cambia control de puertas;aire acondicionado;0.0;0;0.0;1285;4;0
2017-09-30;2017;9;30;Saturday;53;1;2da puerta lado izq no cierra;se cambio pletina;puertas;5.0;1;80.0;1285;1;1
2017-10-01;2017;10;1;Sunday;53;1;3era puerta lado izquierdo no abre;se cambio pletina;puertas;0.0;0;0.0;1319;1;0
2017-10-19;2017;10;19;Thursday;53;1;clima de m1 no enfria;en revision;aire acondicionado;5.66;0;0.0;2485;3;1
2018-01-10;2018;1;10;Wednesday;53;1;puerta 1der nocierra;se cambia pletina;puertas;2.0;0;0.0;593;1;0
2018-05-24;2018;5;24;Thursday;53;1;reportan falla de clima de m2;se recarga refrigerante ;aire acondicionado;0.0;0;0.0;289;4;0
2018-05-27;2018;5;27;Sunday;53;1;reportan falla compresor;se cambia valvula del secador y cambio de empaque de filtro aire ;compresor de aire;0.0;0;0.0;1285;3;0
2018-06-01;2018;6;1;Friday;53;1;falla de disyuntor;se resetea disyuntor;disyuntor;5.0;1;80.0;1319;1;1
2018-06-04;2018;6;4;Monday;53;1;clima de m2 no enfria;se corrige falso contacto;aire acondicionado;0.0;0;0.0;1285;4;0
2018-07-05;2018;7;5;Thursday;53;1;clima de m1 no enfria;se recarga gas;aire acondicionado;0.0;0;0.0;2485;4;0
2018-07-06;2018;7;6;Friday;53;1;clima de m1 no enfria;se resetea equipo;aire acondicionado;0.0;0;0.0;2405;4;0
2018-07-31;2018;7;31;Tuesday;53;1;clima de m2 no enfria;se ajustaron presiones;aire acondicionado;0.0;0;0.0;3288;4;0
2018-08-01;2018;8;1;Wednesday;53;1;clima no enfria;falla sonda de desercarche;aire acondicionado;0.0;0;0.0;2485;4;0
2018-08-27;2018;8;27;Monday;53;1;clima de m1 no enfria;se resetea equipo;aire acondicionado;0.0;0;0.0;3288;4;0
2018-08-29;2018;8;29;Wednesday;53;1;clima de m1 no enfria;se ajusta sonda;aire acondicionado;0.0;0;0.0;3288;4;0
2018-11-25;2018;11;25;Sunday;53;1;bloqueo a 3 bars;se cambia rvp;relevadores;1.0;0;0.0;2485;2;0
2018-12-22;2018;12;22;Saturday;53;1;clima usuarios m1 no enfria;en revision;aire acondicionado;0.0;0;0.0;2485;4;0
2019-03-03;2019;3;3;Sunday;53;1;falla 1er puerta lado derecho;cambio de pletina ;puertas;0.0;0;0.0;289;1;0
2019-03-06;2019;3;6;Wednesday;53;1;falla electronica en m2;falla en conmutacion de ondulador;convertidor de traccion;0.0;0;0.0;593;2;0
2019-03-13;2019;3;13;Wednesday;53;1;bloqueos a 0 bar;se cambio tvl;transductores;3.0;0;0.0;593;1;0
2019-09-05;2019;9;5;Thursday;53;1;pantografo replegado;en revision;pantografo;0.0;1;70.0;2485;2;1
2019-12-04;2019;12;4;Wednesday;53;1;puertas derechas no abrieron;se cambia r2k;relevadores;5.0;1;70.0;1285;2;1
2020-01-28;2020;1;28;Tuesday;53;1;puerta 2 izq no cierra;se resetea tren;puertas;18.0;1;100.0;593;1;1
2020-03-25;2020;3;25;Wednesday;53;1;aire acondicionado m1 y m2 no enfria;en revcision;aire acondicionado;0.0;0;0.0;289;4;0
2020-05-08;2020;5;8;Friday;53;1;no abre puertas izquierdas;se cambia tj cpu de sicas;unidad de control de auxiliares;5.0;1;60.0;593;1;1
2020-05-15;2020;5;15;Friday;53;1;falla de disyuntor;se cambia tarjeta de sibas;unidad de control de traccion;12.0;1;50.0;593;1;1
2020-06-15;2020;6;15;Monday;53;1;clima de m1 condensa mucho;se repara falla;aire acondicionado;3.0;0;0.0;289;4;0
2020-06-17;2020;6;17;Wednesday;53;1;puerta 1 der no cierra;se ajustan micros;puertas;1.0;0;0.0;289;2;0
2020-07-10;2020;7;10;Friday;53;1;clima de m1 no enfria;se resetea equipo;aire acondicionado;0.0;0;0.0;3288;4;0
2020-08-01;2020;8;1;Saturday;53;1;flitracion de agua en cabina;en revision;cabina;0.0;0;0.0;2485;3;0
2020-08-07;2020;8;7;Friday;53;1;falla de disyuntor;se resetea disyuntor ;disyuntor;12.0;0;0.0;593;1;1
2020-08-12;2020;8;12;Wednesday;53;1;bloqueo a 3 bars;se cambia bkp puerta 1 izq;puertas;3.0;1;50.0;289;2;1
2020-08-18;2020;8;18;Tuesday;53;1;puerta 1 izq no da mtto cierre;se cambia pletina;puertas;7.0;1;80.0;593;1;1
2020-10-19;2020;10;19;Monday;53;1;bloqueo a 2 y baja traccion;se cambia gstf;generador de senal traccion frenado;23.0;1;100.0;915;1;1
2021-01-31;2021;1;31;Sunday;53;1;luces de m1 encendidas;se cambia sensor de proximidad;acoplador;0.0;0;0.0;289;2;0
2021-02-09;2021;2;9;Tuesday;53;1;clima de m1 no funciona;se cambia fusibe de alimentacion;aire acondicionado;0.0;0;0.0;3288;4;0
2021-02-13;2021;2;13;Saturday;53;1;puerta 1 der no cierra;se cambia pletina;puertas;0.0;0;0.0;593;1;0
2021-02-18;2021;2;18;Thursday;53;1;falla de sicas;se resetea sicas;unidad de control de auxiliares;0.0;0;0.0;593;1;0
2021-06-10;2021;6;10;Thursday;53;1;bloqueo a 0 bars;se cambia tarjeta de la uef;unidad electronica de frenado;0.0;0;0.0;915;1;0
2021-07-17;2021;7;17;Saturday;53;1;pantografo no sube;se subio pantografo manualmente;pantografo;9.0;0;0.0;289;3;1
2021-08-31;2021;8;31;Tuesday;53;1;falla clima m1;en revision;aire acondicionado;0.0;0;0.0;2485;4;0
2021-09-26;2021;9;26;Sunday;53;1;falla de mantenimineto de cierre;se cambia pletina izquierda 5;puertas;2.0;0;0.0;1319;1;0
2021-10-26;2021;10;26;Tuesday;53;1;baja traccion;se limpio acoplamiento electrico de m1;acoplador;1.0;1;70.0;2269;2;1
2021-11-02;2021;11;2;Tuesday;53;1;2a puerta izq no funciona;se cambio pletina;puertas;5.0;1;20.0;1379;1;1
2022-01-19;2022;1;19;Wednesday;53;1;no funciona aacondicionado de m1 y m2;se reparo falso contacto en plc;aire acondicionado;0.0;0;0.0;289;4;0
2022-02-01;2022;2;1;Tuesday;53;1;condensacion en a acondicionado de m1;se dio mtto a evaporadores;aire acondicionado;0.0;0;0.0;3288;4;0
2022-03-17;2022;3;17;Thursday;53;1;no abrieron puertas;se cambio sicas ;unidad de control de auxiliares;6.0;1;100.0;1379;1;1
2022-05-07;2022;5;7;Saturday;53;1;falla a acondicionado m2;se cambia flaper;aire acondicionado;0.0;0;0.0;2485;4;0
2022-05-20;2022;5;20;Friday;53;1;falla de aire acondicionado usuarios;a acondicionado m2 sin gas;aire acondicionado;0.0;0;0.0;2274;4;0
2023-01-28;2023;1;28;Saturday;53;1;bloqueo a 2 bars;sin falla se reseteo memoria;caja de aparatos;0.0;0;0.0;1319;1;0
2023-02-01;2023;2;1;Wednesday;53;1;2a puerta izquierda no funciona;se cambio pletina;puertas;2.5;0;0.0;915;1;0
2023-02-02;2023;2;2;Thursday;53;1;falla de disyuntor;se cambio gstf;generador de senal traccion frenado;10.0;1;70.0;915;1;1
2023-04-01;2023;4;1;Saturday;53;1;6a puerta izq con elastomero suelto;se corrigio elastomero;puertas;0.0;0;0.0;2269;3;0
2023-04-06;2023;4;6;Thursday;53;1;1a puerta izq no cierra;se cambio pletina;puertas;3.0;1;15.0;915;1;1
2023-05-21;2023;5;21;Sunday;53;1;claxon no funciona;se corrigio conexion en boton bmc ;claxon;0.0;0;0.0;2274;2;0
2023-06-10;2023;6;10;Saturday;53;1;falla de cet y ventiladores de equipo;cambio trenzas pantografo;pantografo;0.0;0;0.0;2485;2;0
2023-06-21;2023;6;21;Wednesday;53;1;segunda puerta lado derecho no cierra;se cambio pletina;puertas;0.0;0;0.0;3288;1;0
2023-07-03;2023;7;3;Monday;53;1;1er puerta izquierda cierra lento;pletina danada;puertas;0.0;0;0.0;2485;1;0
2023-07-18;2023;7;18;Tuesday;53;1;clima de usuarios no enfria en m1;compresor danado;aire acondicionado;3.0;0;0.0;2269;4;0
2024-01-03;2024;1;3;Wednesday;53;1;bloqueos a 32 bars;se cambio unidad electronica de frenado;unidad electronica de frenado;2.0;0;0.0;2274;1;0
2024-01-11;2024;1;11;Thursday;53;1;ahm sensible;se cambio manipluador;manipulador;0.0;0;0.0;542;2;0
2024-02-26;2024;2;26;Monday;53;1;clima de usuarios en m2 no enfria;se reparo clima de m1 ;aire acondicionado;0.0;0;0.0;2269;4;0
2016-01-17;2016;1;17;Sunday;54;1;3er puerta deer no abre;se cambia pletinaajusta palanca;puertas;1.0;0;0.0;593;1;0
2016-01-29;2016;1;29;Friday;54;1;voceo de usuarios no se escucha;se corrigen lineas en acoplador;radio y voceo;0.0;0;0.0;593;1;0
2016-02-15;2016;2;15;Monday;54;1;puerta 2 der no cierra completa;se ajusta mecanismo;puertas;6.0;1;10.0;740;3;1
2016-03-02;2016;3;2;Wednesday;54;1;falla de disyuntor;se resetea disyuntor;disyuntor;0.0;0;0.0;593;1;0
2016-03-06;2016;3;6;Sunday;54;1;6ta puerta lado derecho no cierra;se cambia pletina;puertas;3.0;0;0.0;593;1;0
2016-03-13;2016;3;13;Sunday;54;1;fuga panel m1 baja presion 7 bar;se reparao evalvula claxon;paneles neumaticos;0.0;1;70.0;257;3;1
2016-03-20;2016;3;20;Sunday;54;1;no da mtto de cierre de puertas;se corrige leva floja en bkp de primer puerta derecha;interiores de vehiculo;2.5;1;60.0;740;3;1
2016-04-19;2016;4;19;Tuesday;54;1;puerta 4 derecha no abre;se resetea tren;puertas;0.0;0;0.0;915;1;0
2016-05-01;2016;5;1;Sunday;54;1;falla de compresor;se lava radiador;compresor de aire;0.0;0;0.0;1285;3;0
2016-06-22;2016;6;22;Wednesday;54;1;puerta 4 der queda abierta 1 abajo;se nivela hoja;puertas;1.5;0;0.0;740;3;0
2016-09-28;2016;9;28;Wednesday;54;1;falla de paratren;se cambia cc;paratren;2.5;0;0.0;915;1;0
2016-12-03;2016;12;3;Saturday;54;1;bloqueo 32 bars puertas ajenas y pierde;no se encontro falla;puertas;0.0;0;0.0;2269;2;0
2016-12-15;2016;12;15;Thursday;54;1;bloqueo a 2 y falla ventiladores de equipo;falso contacto en cableado de cap;ventiladores de equipo;1.0;1;30.0;593;1;1
2017-01-04;2017;1;4;Wednesday;54;1;falla mayor de frenado y bloqueo a 2 bars;rep conector del gstf  se cambio generador;generador de senal traccion frenado;4.0;1;30.0;593;1;1
2017-02-16;2017;2;16;Thursday;54;1;rejilla suelta puerta 5 der;se cambia rejilla;interiores de vehiculo;0.0;0;0.0;1285;3;0
2017-02-17;2017;2;17;Friday;54;1;claxon no funciona;se cambio boton completo;claxon;0.0;0;0.0;1285;3;0
2017-07-16;2017;7;16;Sunday;54;1;bloqueo 0 bars y falla ventiladores de equi;se restablese termico de ventiladores de la cap;ventiladores de equipo;8.0;1;40.0;915;1;1
2017-10-24;2017;10;24;Tuesday;54;1;bloqueo a 3 bars;falla en arillo hombre muerto;manipulador;3.0;1;60.0;1319;1;1
2018-02-19;2018;2;19;Monday;54;1;falla de frenado;se cambia sensor de velocidad;sensores de velocidad;4.0;1;40.0;593;1;1
2018-03-04;2018;3;4;Sunday;54;1;falla de compresor permanente;se reviza lineas paro arranque valvula de descarga ;compresor de aire;0.0;0;0.0;1285;3;0
2018-04-14;2018;4;14;Saturday;54;1;falla de freno;se cambia tarjeta sicas ;unidad de control de auxiliares;0.0;0;0.0;593;1;0
2018-05-10;2018;5;10;Thursday;54;1;falla clima m1 no enfria;se limpian filtros;aire acondicionado;0.0;0;0.0;3288;4;0
2018-05-14;2018;5;14;Monday;54;1;puerta 6 der no cierra;se cambia pletina;puertas;6.5;1;20.0;593;1;1
2018-08-25;2018;8;25;Saturday;54;1;falla de fem sicas m2;se cambio cpc;caja de aparatos;7.5;0;0.0;1319;1;1
2018-09-30;2018;9;30;Sunday;54;1;cilindro de la llave manipulador se atora al girarlo;se cambia manipulador;manipulador;0.0;0;0.0;1319;1;0
2018-10-31;2018;10;31;Wednesday;54;1;falla de disyuntor;se cambiagate unit;convertidor de traccion;3.5;0;0.0;915;1;0
2018-12-22;2018;12;22;Saturday;54;1;1a puerta izq no da mtto cierre;se ajusto conector de pletina ;puertas;7.0;1;100.0;2485;1;1
2019-04-29;2019;4;29;Monday;54;1;velocidad limitada y rechinidoen balatas;se cambia unf;unidad neumatica de frenado;0.0;0;0.0;289;3;0
2019-05-14;2019;5;14;Tuesday;54;1;primer puerta lzq no abre;se cambia pletina;puertas;0.0;0;0.0;1319;1;0
2019-05-20;2019;5;20;Monday;54;1;se batalla para abrir puertas;se ajustanpines decontrol de puertas;control de puertas y velocidad;0.5;0;0.0;1319;1;0
2019-06-21;2019;6;21;Friday;54;1;reportan clima usuarios m1m2 no enfria;se restablece selector mcp directo activado;aire acondicionado;0.0;0;0.0;289;4;0
2019-06-24;2019;6;24;Monday;54;1;bloqueo a o y tres purtas no abren;tarjeta de sicas averiada;unidad de control de auxiliares;11.0;1;100.0;593;1;1
2019-07-05;2019;7;5;Friday;54;1;clima m2 no enfria;se repara linea de plc;aire acondicionado;0.0;0;0.0;3288;4;0
2019-07-26;2019;7;26;Friday;54;1;soneria anunciocierre de puertas;linea 4626 abierta;radio y voceo;0.0;0;0.0;915;1;0
2019-11-16;2019;11;16;Saturday;54;1;6a puerta derecha no abre;se cambio pletina;puertas;12.0;1;70.0;593;1;1
2020-02-18;2020;2;18;Tuesday;54;1;clima de m1 no enfria;falla en senal de flujo de aire;aire acondicionado;0.0;0;0.0;289;4;0
2020-04-22;2020;4;22;Wednesday;54;1;falla de ventiladores de equipo;reset a termico de cap;ventiladores de equipo;3.0;0;0.0;1319;1;0
2020-07-10;2020;7;10;Friday;54;1;puerta 1 derecha no abre;se cambia pletina;puertas;0.0;0;0.0;1319;1;0
2020-08-31;2020;8;31;Monday;54;1;falla de compresor y tuberia baja a 6 basr;se cambia valvula de descarga;compresor de aire;0.0;0;0.0;289;3;0
2020-09-10;2020;9;10;Thursday;54;1;no hay mtto de cierre;se cambia bkp puerta 6 izq;puertas;8.0;1;70.0;2485;2;1
2020-09-23;2020;9;23;Wednesday;54;1;clima de m2 no enfria;en revision;aire acondicionado;0.0;0;0.0;3288;4;0
2020-10-03;2020;10;3;Saturday;54;1;botonera de puertas floja;se cambia botonera doble;puertas;0.0;0;0.0;2485;2;0
2020-10-04;2020;10;4;Sunday;54;1;botonera doble suelta;se ajusta botonera;puertas;2.0;0;0.0;2469;2;0
2020-12-03;2020;12;3;Thursday;54;1;puertas se abren y cierran solas;fuente de uef averiada;unidad electronica de frenado;5.5;1;100.0;915;1;1
2021-05-04;2021;5;4;Tuesday;54;1;no abre puertas;en revision;unidad de control de auxiliares;6.0;1;90.0;915;1;1
2021-05-24;2021;5;24;Monday;54;1;no funciona tim;se cambia tim;unidad de control de voceo tim;0.0;0;0.0;915;1;0
